transaction_id,timestamp,amount,merchant_id,location_latitude,location_longitude,country,ip_address,,failed_login_attempts,transaction_channel,currency,previous_transaction_time
9175def1-7ec0-485c-b917-7780fac8ca28,01-07-2025 16:29,660.34,MCT3770,-18.724045,-128.25427,Malaysia,32.0.0.0/3,,7,API,KRW,26-06-2025 00:35
fb0ba8ca-dfe6-4444-818d-243359c6ec2a,06-02-2025 08:05,3109.55,MCT5512,-50.662121,-104.879576,USA,18.0.0.0/7,,9,Web,EUR,04-02-2025 22:09
7f6aec9c-3d2c-4513-ac4d-8221ce520a43,27-10-2025 11:31,1247.33,MCT6869,-64.9411905,91.240901,Malaysia,223.23.172.0/28,,0,Web,MYR,23-10-2025 13:06
f7bb8509-7621-42c4-9ce1-1fbcdaf23041,18-11-2025 16:02,9475.89,MCT9944,-58.574458,165.984389,Australia,47.251.225.156/30,,0,MobileApp,MYR,14-11-2025 22:38
915e1ab4-376c-4627-9e4f-f0d77712e97e,16-04-2025 17:20,1776.76,MCT3157,20.5365825,68.280405,Singapore,89.32.0.0/11,,0,API,KRW,15-04-2025 23:29
d9e11eb1-0aa3-4297-ad6b-8d2e6ab3d4c5,03-09-2025 22:12,3047.14,MCT8404,10.62798,64.846502,Malaysia,58.4.22.192/26,,2,MobileApp,THB,03-09-2025 06:02
6311ccce-343b-47db-8114-c83f0355d6b5,27-07-2025 06:59,6936.7,MCT9091,-38.02334,26.912019,Nigeria,8.32.43.0/24,,3,MobileApp,CNY,20-07-2025 16:13
0d68ccda-5138-4c0e-a11e-57d3d027232c,01-07-2025 09:08,6120.34,MCT1550,10.022117,-84.479303,China,46.128.0.0/10,,5,Web,MYR,29-06-2025 17:36
35930a1b-9396-4cc3-9a89-9999fb85ca61,17-05-2025 00:02,5916.25,MCT1921,9.9178745,137.710925,Malaysia,123.188.0.0/14,,4,MobileApp,INR,10-05-2025 20:57
346debeb-7697-414d-af64-f26d1b93f7eb,25-07-2025 14:42,9039.13,MCT3982,68.7328125,-119.308764,China,54.208.185.128/28,,5,Web,MYR,20-07-2025 12:33
c27d5f62-8214-4616-a659-737758aad95c,24-11-2025 22:51,9717.54,MCT3519,-49.0440605,-5.369288,USA,144.109.8.0/21,,9,MobileApp,INR,20-11-2025 07:35
0cb8feef-7167-4b50-a33b-43a1eaa5d52e,17-06-2025 00:33,8154.32,MCT2628,-0.733691,-20.085638,China,186.0.0.0/7,,2,Web,THB,13-06-2025 20:41
bb0c0395-7f4f-4e5a-97cf-2cb008fda8a3,25-07-2025 00:59,2060.49,MCT2311,-13.848865,68.413162,South Korea,4.24.0.0/14,,4,Web,CNY,23-07-2025 22:57
607c42b5-96f2-4069-9dee-2754fc224d5f,01-03-2025 20:36,8743.87,MCT9226,-50.0835105,155.446273,Thailand,52.15.64.0/19,,2,Web,SGD,28-02-2025 09:18
a3e9d341-20e2-4ddf-a632-fc7e6d4244b0,28-11-2025 06:46,1786.81,MCT3787,-42.762531,-131.286462,France,168.143.239.0/25,,5,MobileApp,THB,22-11-2025 10:09
59cf1df6-e0dd-4470-a9b4-209586ef7a67,06-08-2025 12:48,3550.85,MCT8207,-38.4422335,65.222468,Australia,129.39.193.64/26,,9,Web,GBP,01-08-2025 11:03
e837a110-505f-4df3-920d-8a92cab7141f,12-11-2025 14:31,6090.78,MCT8423,-28.623482,73.495136,Japan,87.134.191.0/24,,7,API,SGD,10-11-2025 19:22
d93dc806-c4d9-4ca9-8f99-4618d9f42240,21-05-2025 08:02,6475.53,MCT7662,-27.0069775,147.041353,France,184.87.192.0/18,,2,Web,SGD,15-05-2025 07:47
3dedd722-ba9e-4643-97da-a99146845166,03-02-2025 23:50,2279.63,MCT8187,-11.9200485,3.41769,China,155.165.128.0/18,,1,Web,CNY,31-01-2025 08:53
c38bf843-a3ff-4d4a-9995-e62865df6371,15-07-2025 04:19,9544.15,MCT1901,44.519934,78.763237,Brazil,119.223.67.112/28,,7,API,INR,11-07-2025 19:36
156be41d-582e-4637-85d9-d773f5c33708,05-09-2025 03:15,6149.56,MCT8282,-51.57811,-104.820248,Vietnam,199.0.0.0/11,,9,Web,KRW,04-09-2025 14:18
222ac49b-954d-475e-9d55-b7f9b6d5d5a0,15-07-2025 10:53,8381.41,MCT1305,-58.071777,-125.921512,South Korea,3.169.51.64/28,,3,Web,CNY,13-07-2025 16:34
5a5f9db1-b6a9-46fc-9b37-ce2b425dd3dc,29-08-2025 21:12,3964.25,MCT4833,-47.5602285,83.992127,Japan,88.0.0.0/5,,10,MobileApp,CNY,28-08-2025 04:15
8ca30e05-bf82-4ddd-a6dc-08072b0cd96b,22-08-2025 17:43,6310.51,MCT6727,35.236047,-103.987893,Philippines,203.120.0.0/14,,5,Web,JPY,20-08-2025 09:40
cc7e80c3-7852-44c6-801e-377c32cc961f,12-09-2025 10:02,4692.83,MCT2569,24.936752,-85.594048,Brazil,35.0.0.0/8,,1,Web,EUR,12-09-2025 08:27
f6b2faa5-938c-4187-b1e6-50a1d4c39d20,31-10-2025 21:23,9269.68,MCT5323,-64.524619,-97.05794,Australia,190.0.0.0/7,,5,API,KRW,27-10-2025 13:49
a0ce3145-4b2d-43b2-a56c-ebf06331972d,21-06-2025 04:13,5476.9,MCT9890,-63.579031,-9.950316,Nigeria,20.0.0.0/7,,6,Web,CNY,18-06-2025 22:45
e50895f6-60aa-44da-a878-4fc111908b87,01-01-2025 02:02,4245.2,MCT4631,-54.1606445,-49.082061,USA,187.248.160.44/31,,10,MobileApp,EUR,29-12-2024 10:33
b529fdb2-5069-4051-98fb-f765917e2419,11-03-2025 11:07,4803.5,MCT8863,48.8226945,-20.766061,Canada,208.104.0.0/13,,5,MobileApp,CNY,07-03-2025 12:51
3250929b-af54-4c7e-9bcb-14f801438bcd,29-09-2025 13:05,3333.21,MCT1378,-5.0983995,11.752423,Australia,45.228.84.0/23,,3,Web,CNY,23-09-2025 14:48
0015958f-c41a-43b3-a99c-a0b179070d85,30-01-2025 00:30,9486.8,MCT2348,4.9564915,-18.413615,USA,155.180.0.0/14,,4,Web,CNY,26-01-2025 16:19
592a04b7-8826-452e-9cb9-dfbec89eb0ed,20-10-2025 10:57,5299.87,MCT9454,-38.9062135,54.376224,Brazil,76.209.115.168/30,,0,API,CNY,18-10-2025 09:54
b0dca980-90ac-4413-91a3-1b8d6aa18636,08-09-2025 12:44,2820.79,MCT2662,-84.5762115,145.440175,Russia,61.204.57.240/28,,2,MobileApp,GBP,07-09-2025 16:09
ea737c8f-7b80-4eb9-a31b-943088eac461,09-06-2025 06:10,14.29,MCT5611,65.7681095,-147.011969,France,50.144.222.0/24,,6,MobileApp,JPY,02-06-2025 14:02
229605a7-3ea9-4432-917b-bc9ae0b356fe,14-05-2025 05:01,1007.37,MCT9782,-50.147283,138.875536,Malaysia,57.133.0.0/16,,8,API,THB,10-05-2025 12:38
170ddb24-62b8-4c9b-82f3-20f6d3ece832,15-02-2025 11:17,1142.19,MCT8694,-72.3575525,162.564361,Indonesia,160.165.184.128/26,,9,MobileApp,INR,12-02-2025 20:04
ef5ec467-8a00-40cd-9181-f13f5804ff30,07-11-2025 09:32,7672.3,MCT1029,56.09514,88.623011,Australia,219.196.0.0/20,,10,API,EUR,02-11-2025 17:25
b5d3587e-ee3a-4798-a180-079ab6bc977f,29-07-2025 04:27,5601.48,MCT4947,-13.8619905,116.803979,Philippines,219.117.200.0/21,,10,MobileApp,CNY,22-07-2025 19:43
280bad17-b5c5-487f-a2a5-e4c07b84f327,10-04-2025 08:08,9771.29,MCT9079,28.87628,14.025411,France,194.232.0.0/14,,5,MobileApp,USD,03-04-2025 19:07
33645261-1649-485a-85f0-d0ae68f2c522,03-04-2025 04:33,9068.67,MCT1281,-37.2274755,15.535056,Philippines,92.116.252.208/28,,4,MobileApp,USD,01-04-2025 09:50
71ed694f-8762-4037-aee0-a4b784d65e4d,09-07-2025 11:41,3163.05,MCT6763,-18.289552,-116.62484,Philippines,159.165.128.0/21,,10,MobileApp,MYR,07-07-2025 06:24
c1eb948b-7a57-4313-b086-da03152e3796,30-09-2025 17:22,3336.15,MCT3365,-71.530683,-178.684126,Vietnam,199.110.128.0/18,,10,Web,SGD,28-09-2025 19:46
47e27517-f06f-4585-8d31-f5a1eefc5546,02-01-2025 04:25,2672.85,MCT7022,-17.8786945,-142.356712,Nigeria,82.64.0.0/10,,1,API,EUR,30-12-2024 05:59
98dcc239-5766-46fe-a827-64e3a577ac16,02-02-2025 12:05,263.47,MCT7891,-8.62338,25.14815,France,175.132.31.194/31,,9,MobileApp,CNY,01-02-2025 05:54
cca6746d-b7c1-48a1-99cb-0b01ce2ed4fe,27-09-2025 23:32,8996.19,MCT2163,1.790441,-86.141854,Vietnam,12.179.96.4/30,,1,MobileApp,USD,24-09-2025 07:38
44b3559d-5d13-4599-8e06-78a4e9c3789f,09-03-2025 22:41,4382.34,MCT5661,75.3176615,105.820366,Singapore,207.16.192.0/19,,8,API,THB,05-03-2025 17:50
663dd2c8-20d4-46ef-bed4-2c960b33a504,17-10-2025 09:00,1167.03,MCT6041,12.9034935,145.387217,India,16.3.198.192/29,,0,API,MYR,11-10-2025 18:44
4ab09cf5-a412-4e54-a1d9-875da7d7c2d8,03-05-2025 13:17,8709.65,MCT3666,85.334999,114.911668,Vietnam,73.14.206.0/23,,4,Web,KRW,28-04-2025 20:39
cbf1cb2e-e1ae-49f5-87d3-f12badb7f0a7,02-09-2025 03:14,1703.09,MCT2840,-33.6710315,-28.359098,Thailand,14.102.0.0/18,,10,Web,INR,30-08-2025 02:10
0b37e4bc-cc5d-4a9a-a045-02862d2ae3ce,22-08-2025 22:14,9146.5,MCT1679,89.640399,15.52562,Malaysia,71.128.0.0/10,,3,API,MYR,18-08-2025 23:47
49f00834-4f7c-4adc-ad18-7e10c1785c98,02-02-2025 06:17,4131.68,MCT6578,88.6584295,116.640142,India,180.62.100.0/23,,8,API,JPY,30-01-2025 19:51
2f9fede0-bfe8-432c-9f91-19eb263c0e55,30-08-2025 02:18,2004.36,MCT4389,52.311211,-137.533367,Indonesia,56.0.0.0/9,,9,API,CNY,29-08-2025 17:20
17f68c6b-b10c-4e59-aff6-17af11e5eae9,24-01-2025 21:33,8676.03,MCT9755,-73.351686,157.916035,China,102.209.198.0/25,,10,API,CNY,23-01-2025 19:05
5243e8b1-23ff-4790-a068-b54a35ef2c17,09-01-2025 14:53,6854.09,MCT7412,25.9862355,-99.113242,France,216.12.0.0/16,,9,MobileApp,KRW,06-01-2025 16:39
aaf3ac6a-7fb8-4973-be40-89890528c5e6,09-01-2025 14:05,7837.9,MCT4192,-6.335052,5.768903,Japan,191.158.81.176/29,,10,MobileApp,GBP,05-01-2025 02:46
b8d82cb1-438a-4295-9156-6a65f0945947,05-11-2025 06:49,4849.16,MCT7040,-77.256788,-154.999459,Germany,23.0.0.0/10,,2,Web,CNY,03-11-2025 19:38
d671fe86-7f7f-434e-afd1-e72b67105984,23-02-2025 01:44,5984.18,MCT4584,-70.1282355,-98.098531,Canada,32.0.0.0/4,,10,API,JPY,18-02-2025 05:45
ee5f550a-8c96-43b7-813d-efc5dea59277,02-11-2025 08:41,8032.35,MCT3095,-46.830213,97.840358,Malaysia,210.128.0.0/9,,1,API,SGD,31-10-2025 19:02
d9d03c21-72b8-4d39-b42b-a36ff3e3c406,11-06-2025 08:32,5622.44,MCT7974,69.623057,20.168596,Thailand,184.71.92.0/22,,7,API,EUR,08-06-2025 09:55
aa165edd-1751-4920-80fb-a2c0eeb479fb,30-09-2025 09:27,8012.27,MCT4934,25.602523,-56.662357,Russia,67.238.85.128/25,,10,API,GBP,27-09-2025 01:12
3284f42d-5e1f-4194-a013-1ed74830a11c,15-03-2025 05:24,2172.18,MCT2256,-21.576406,-130.397344,Singapore,177.0.0.0/9,,2,Web,THB,12-03-2025 21:08
6fd781e5-e17e-40e3-aa1f-5976f68764b5,13-10-2025 08:20,8049.68,MCT7479,73.6808645,64.068398,China,196.68.57.144/29,,4,API,EUR,10-10-2025 14:24
dbbd327c-0481-4f7c-b750-4071474103b5,23-04-2025 23:35,4690.25,MCT4750,89.67611,127.400592,Indonesia,125.80.0.0/17,,2,API,JPY,17-04-2025 05:14
45d657e0-f53e-4e7d-bed9-c3faa5d0bfd2,07-07-2025 22:48,1450.11,MCT5279,13.061781,-172.088325,Russia,93.7.248.0/21,,8,Web,KRW,07-07-2025 13:09
58ea1ad6-c43b-4573-af20-df5d72f4e5ad,03-02-2025 08:46,9480.93,MCT6182,-22.551338,177.707328,Japan,53.153.24.0/21,,9,API,CNY,01-02-2025 14:59
29ce3051-0d58-46c7-8de4-e9f7802ec049,22-08-2025 10:23,917.62,MCT3075,79.250902,-90.670689,Japan,172.77.81.100/31,,6,API,KRW,20-08-2025 08:43
f45bab1a-abbc-4121-bc05-28c5326a95ac,08-02-2025 08:19,8307.04,MCT3889,81.3324785,-148.160651,Singapore,3.60.235.144/28,,7,Web,GBP,05-02-2025 07:06
11fbb966-c9c5-415e-a4a1-0e3b78f4fd62,23-12-2024 19:34,3589.45,MCT3752,74.465603,-175.456412,Canada,211.23.132.240/29,,6,Web,INR,19-12-2024 14:30
758698ba-9929-476d-846c-95c9e9c402c0,09-12-2025 01:43,1930.42,MCT4713,64.644672,50.257628,Thailand,217.175.192.0/19,,9,MobileApp,KRW,08-12-2025 21:49
12e10a9e-1109-4d40-9951-819594ce67c1,04-11-2025 18:52,3962.81,MCT9784,78.662517,38.793176,Germany,92.2.15.128/25,,8,API,KRW,31-10-2025 10:36
c68004f6-296c-4b2e-b9b0-16883c2a63e7,12-08-2025 02:38,5199.71,MCT2102,81.62569,44.617226,Singapore,34.119.86.0/24,,7,API,KRW,05-08-2025 17:30
1110603b-5cb4-47bc-866b-e780210febf9,26-09-2025 19:41,5928.3,MCT1331,35.3152305,-16.302327,Indonesia,216.0.0.0/6,,3,MobileApp,CNY,25-09-2025 10:40
bec608ba-2bd5-484c-a3fd-6ddc49fdcb8a,04-11-2025 17:09,7410.99,MCT6558,-62.118843,152.639999,India,186.217.240.0/21,,10,MobileApp,USD,31-10-2025 06:53
a7abd9b7-06e4-4fb7-9f73-f875d905417b,13-04-2025 06:09,2523.21,MCT4385,-41.070497,-103.327174,UK,215.123.70.0/24,,2,MobileApp,MYR,12-04-2025 11:24
dafbeb53-5b99-4a40-b2dc-24964b0feb01,24-02-2025 18:18,2625.94,MCT8438,-45.859619,83.700854,Vietnam,17.95.48.128/25,,9,Web,EUR,24-02-2025 05:17
58be3113-297e-425b-8171-fb921140e2b1,29-03-2025 16:34,1978.97,MCT4519,33.467802,-176.30307,Vietnam,54.136.0.0/13,,1,API,MYR,23-03-2025 07:14
06116ef0-fe14-4013-984a-3322d237eaca,16-10-2025 04:29,43.5,MCT8266,52.4979895,-16.577889,Canada,49.0.0.0/10,,8,MobileApp,SGD,15-10-2025 07:29
460b4cb5-edd5-4703-b3de-8078702f8651,23-08-2025 11:11,8653.07,MCT3621,-83.382682,-144.342401,Indonesia,128.0.0.0/3,,2,Web,INR,22-08-2025 13:54
fd6b284f-2afc-4d17-b2b8-b382dbecf6e6,11-01-2025 19:11,1809.88,MCT3071,2.3945585,-99.070354,Malaysia,5.160.0.0/11,,9,MobileApp,INR,10-01-2025 02:59
e8770471-a81e-46a1-a7d2-6eb9537a0c25,28-11-2025 03:41,1429.11,MCT9576,1.694662,-51.88616,Vietnam,29.189.64.0/23,,8,API,MYR,22-11-2025 11:20
eba62be2-5c80-42b8-b535-be0a46337d03,12-05-2025 09:56,3726.93,MCT7059,21.2974585,59.420094,Malaysia,151.18.139.192/26,,10,Web,INR,10-05-2025 00:19
65c289f5-fcf3-40a4-ab88-fb6fe3617f6d,05-09-2025 17:18,6782.03,MCT5020,8.6925215,6.979221,Vietnam,136.0.0.0/5,,6,MobileApp,GBP,31-08-2025 06:14
dd6cb6df-ef5b-4f11-b384-9b750efbad62,30-12-2024 16:47,3379.98,MCT7108,54.00144,12.919918,Russia,112.0.0.0/6,,7,Web,SGD,29-12-2024 17:06
7c20af39-817e-4822-bd00-9bea5dfa273d,10-11-2025 09:31,9689.34,MCT5019,69.974845,-127.240601,Russia,76.38.0.0/15,,0,Web,JPY,07-11-2025 07:55
ad986cc7-12ce-44f6-8c67-444dd8a10bbb,19-07-2025 10:47,1717.35,MCT5330,13.0708345,-171.975331,Philippines,117.171.64.0/18,,9,MobileApp,JPY,14-07-2025 06:38
6b845be6-e899-4eb0-98bc-67ee48868c7d,26-12-2024 17:14,1288.7,MCT5656,-22.578361,-67.230785,Brazil,160.90.7.192/26,,9,API,SGD,21-12-2024 09:55
f2959c00-220c-42c4-a734-e3e90320b272,21-10-2025 01:52,424.17,MCT3125,-29.970655,-22.211242,UK,23.149.208.0/22,,1,MobileApp,USD,14-10-2025 23:31
5ba5336a-ca0b-4ff8-94d9-ad870544a27a,08-06-2025 04:16,6045.84,MCT5735,-4.2086195,-38.574307,Australia,73.0.0.0/10,,9,MobileApp,THB,04-06-2025 21:20
903ec9fd-8d6f-4149-8e32-e45e882198f0,02-03-2025 13:45,1195.37,MCT1348,-38.6428805,75.247636,India,204.44.64.0/19,,1,MobileApp,INR,23-02-2025 16:18
b2a85a07-e6aa-4616-8c95-4cb36a8217d0,10-10-2025 09:07,3464.76,MCT8571,66.310245,-72.565224,Russia,13.0.0.0/8,,8,API,JPY,10-10-2025 04:23
8890517c-10a1-48fe-bf1b-4194fcaafcd5,27-07-2025 07:05,3883.28,MCT8634,42.183076,87.704158,Japan,7.105.0.0/16,,9,MobileApp,THB,23-07-2025 06:01
a01c93a8-9a84-43ad-ac06-b76df53e405e,13-10-2025 16:46,2618.55,MCT2480,84.4875215,-26.567103,Indonesia,28.0.0.0/9,,9,Web,CNY,08-10-2025 22:05
a627aca9-7253-4874-9fc9-a553b38f73ef,27-02-2025 11:42,9155.85,MCT2749,89.196683,94.061614,Germany,152.0.0.0/5,,9,API,THB,23-02-2025 19:41
d33b7e26-3e39-46b8-b8cf-6738f4bcb5a8,26-10-2025 23:23,1073.58,MCT5323,-70.1349115,82.329314,France,132.164.64.0/19,,9,MobileApp,KRW,24-10-2025 23:07
5f709ec6-dcf1-46b2-bb7e-97c161b782f8,17-12-2024 19:19,5258.15,MCT7672,-23.0959755,115.999098,Brazil,44.0.0.0/6,,10,MobileApp,JPY,13-12-2024 12:06
0e944425-4c9d-48bd-9360-9e1d3702e4a9,17-05-2025 00:56,3824.32,MCT3932,-64.321444,113.12446,South Korea,32.0.0.0/4,,9,MobileApp,CNY,16-05-2025 10:13
ffbc6165-f1f5-45c0-84f5-4d87ddfa0442,15-12-2024 11:58,9746.52,MCT8495,34.289918,-24.864392,UK,20.242.108.0/23,,0,API,MYR,12-12-2024 02:45
1f7babca-a9d3-4466-a2e6-0384052671f8,15-08-2025 05:01,1433.21,MCT5302,-69.8161415,-83.900906,Malaysia,180.0.0.0/7,,1,Web,SGD,14-08-2025 22:48
e7d05155-13ce-4c3d-a97f-256ee147e3c1,03-03-2025 08:48,3362.96,MCT6945,22.444527,-98.681469,Thailand,10.240.157.128/32,,3,API,SGD,02-03-2025 06:13
8685bb44-0d75-447c-970c-278f16ee087b,25-11-2025 04:42,3306.56,MCT8578,-32.652821,-30.698905,Malaysia,48.0.0.0/4,,5,Web,INR,24-11-2025 00:10
1c4ec77b-4b96-4162-b8cf-d195b1498a48,06-12-2025 22:00,9638.94,MCT9553,-63.2745935,-143.559256,China,197.212.72.0/22,,6,MobileApp,EUR,04-12-2025 08:23
0494c54c-7671-4ae2-993a-952a13191e71,16-12-2024 23:19,3276.83,MCT1161,-47.677956,-67.664626,Brazil,101.9.64.0/21,,8,MobileApp,JPY,14-12-2024 04:32
efdbbb4a-4e2e-4d6d-bed0-01a0b845e68c,19-10-2025 15:14,7894.87,MCT5449,-10.8169465,1.801583,Canada,133.204.138.188/31,,0,API,EUR,18-10-2025 20:34
9a3e52b4-f362-4c12-b933-ecde324e1b0d,25-12-2024 20:11,6660.08,MCT3529,-58.097645,-163.544307,South Korea,141.0.0.0/12,,1,API,GBP,22-12-2024 09:01
4f760ade-4d71-4b6f-9848-605ccafaf60e,04-09-2025 11:33,4940.73,MCT4823,51.7131495,115.021228,Canada,121.226.28.0/22,,6,MobileApp,KRW,01-09-2025 17:25
c7bda5fb-29f5-40f0-89b8-af2a8ee8f19d,16-09-2025 06:50,3282.22,MCT6763,27.2744135,110.056387,Japan,144.130.0.0/21,,6,Web,GBP,13-09-2025 21:17
75aa3bd2-8cb5-409e-9e62-8617fcf4c037,08-10-2025 23:30,4477.77,MCT5755,-41.1320385,-108.731536,Singapore,199.255.231.48/29,,10,API,CNY,06-10-2025 06:57
15bf2746-0e20-422c-b0d2-aec2d1857bb3,31-10-2025 03:55,7787.36,MCT2294,14.691659,132.19261,India,205.23.27.0/27,,5,Web,THB,30-10-2025 05:10
f450c7ac-9ed3-42a2-95f6-3e97053704e5,20-09-2025 11:12,947.91,MCT7837,-29.4632945,135.825448,Canada,12.16.0.0/12,,1,Web,KRW,19-09-2025 05:51
7aae76d9-a222-4e3e-bfa6-a09842f1d3a5,17-08-2025 06:57,5106.19,MCT2319,-42.040224,-105.100603,USA,42.56.232.0/21,,9,Web,KRW,15-08-2025 19:11
e9b8cb6d-7778-441f-b151-69fb21eabca3,11-12-2025 06:11,4066.87,MCT7902,-60.2352385,123.087347,India,116.0.0.0/8,,6,API,USD,08-12-2025 23:24
53a91f4b-833f-45af-a04e-f56460296d5a,04-02-2025 17:21,2891.37,MCT6023,-39.1144535,-3.333912,Indonesia,126.224.8.0/26,,4,API,USD,29-01-2025 05:18
48e29d35-2335-440e-9642-820b4ae0808d,21-08-2025 09:00,8279.68,MCT1909,-4.495331,-54.977615,Japan,91.127.224.0/20,,7,API,GBP,20-08-2025 02:21
26122098-fbea-475b-b6d3-19aab1d24150,13-09-2025 14:11,708.38,MCT4444,7.684377,153.939184,France,222.184.0.0/14,,9,API,MYR,13-09-2025 05:00
3c7726a4-8a3c-48a9-8e70-eb62cda08409,17-05-2025 01:17,553.7,MCT2529,71.032782,157.357095,UK,175.28.0.0/14,,7,Web,CNY,11-05-2025 12:14
d7659d40-e7ec-44ca-bf50-c02b21c0c7a9,02-11-2025 12:24,5381.26,MCT9040,-16.5571305,-2.903148,China,64.0.0.0/3,,9,Web,THB,28-10-2025 04:08
8682ad68-130f-4ff8-9e6e-7b3e2c2216d0,23-09-2025 00:17,4213.79,MCT7409,14.879174,31.365532,China,203.201.158.173/32,,4,MobileApp,INR,20-09-2025 14:15
5842bb82-045f-445f-8977-a78df14c9944,10-08-2025 10:13,5788.1,MCT9230,19.5168735,57.844612,France,184.32.0.0/12,,4,Web,GBP,06-08-2025 21:25
fd03765b-bd88-43a0-badd-34df8771ce21,21-08-2025 07:04,5047.2,MCT4532,45.5068465,30.909791,Malaysia,124.0.0.0/8,,10,API,GBP,14-08-2025 14:36
52118202-38f5-4770-adca-9afc61eb25cd,30-04-2025 19:02,1730.38,MCT7144,78.9098495,123.941877,Japan,104.0.0.0/5,,4,MobileApp,CNY,24-04-2025 20:11
65f8ce17-faa7-471b-bd14-d580ab27b720,17-07-2025 09:50,7861.55,MCT2418,49.451767,-129.882604,Indonesia,72.116.168.0/23,,9,API,CNY,15-07-2025 08:40
86e3bc4b-22af-46c2-88db-f001baf3294c,14-11-2025 14:59,9063.89,MCT6116,-20.6030945,82.168299,USA,22.218.128.0/18,,0,API,EUR,10-11-2025 02:35
3e1302bf-e73f-4358-b103-177e82cb118b,03-06-2025 11:00,3324.91,MCT7159,-5.714724,-107.800925,South Korea,106.23.224.0/21,,1,Web,EUR,02-06-2025 12:16
697a929c-253a-4f88-ac7f-6696ffa5a5a5,22-10-2025 08:44,7625.83,MCT9557,83.509448,-81.442603,China,140.0.0.0/8,,2,MobileApp,SGD,16-10-2025 01:24
7eb4af50-af07-4537-8895-f96b6dca6d02,15-03-2025 23:31,9430.46,MCT8725,18.070036,26.175371,Philippines,21.106.224.0/19,,5,Web,CNY,09-03-2025 15:40
4e81d72e-7a6f-4243-8d33-074c99ea0143,08-07-2025 05:12,880.01,MCT2758,-23.625725,82.367917,Australia,136.31.53.64/27,,0,API,INR,05-07-2025 09:19
4f191300-1597-4819-861b-668a4ef6f010,14-12-2024 23:41,5254.26,MCT7173,-45.9162405,106.966,France,39.1.44.0/26,,1,Web,JPY,08-12-2024 07:44
f2f01deb-805a-42f9-92ed-8ede1683e17b,30-04-2025 14:06,5142.09,MCT8486,32.700626,-93.590175,Singapore,211.0.0.0/8,,3,Web,JPY,28-04-2025 07:57
4dea8daf-5069-40fe-93da-761efa72249b,10-04-2025 15:58,3383.65,MCT8257,83.6014075,151.050648,Canada,98.32.0.0/11,,2,MobileApp,THB,04-04-2025 02:04
1000957a-f7fb-456e-ba89-c23f5540f598,27-01-2025 00:57,6383.61,MCT8002,-30.5084785,23.204073,India,147.0.0.0/8,,8,MobileApp,EUR,26-01-2025 11:55
