transaction_id,timestamp,amount,merchant_id,location_latitude,location_longitude,country,ip_address,is_new_payee,failed_login_attempts,transaction_channel,currency,previous_transaction_time
71464be8-e5f5-4673-bca6-2ed2a518d552,12-12-2025 02:43,91.5,MCT4290,-8.877157,-170.978889,Philippines,152.211.176.0/20,FALSE,0,API,KRW,06-12-2025 20:43
4a2d1af6-b571-4bda-bfbd-0cbf1c5b740a,04-08-2025 02:18,187.66,MCT7169,84.0549065,165.104194,Australia,199.0.0.0/9,TRUE,2,Web,SGD,30-07-2025 09:18
14add3ee-f886-4eb8-baaa-3367005d1dc3,15-11-2025 05:31,429.65,MCT9865,56.553281,-38.780705,Thailand,189.64.0.0/11,FALSE,0,Web,SGD,14-11-2025 02:31
28365dfd-da7b-4b05-bdbb-b0086f3662e3,06-07-2025 22:23,37.49,MCT6445,50.47045,31.979314,China,103.224.191.156/30,TRUE,0,Web,JPY,05-07-2025 12:23
4a9dfa66-7d0e-4ebd-b039-26ab4662610b,08-05-2025 09:42,297.47,MCT7131,-36.033706,-88.68422,Malaysia,131.239.140.0/23,FALSE,2,Web,JPY,02-05-2025 21:42
c54ce2f0-4d52-43bd-b672-592f33646344,29-04-2025 09:31,222.35,MCT1262,69.740639,-117.146589,India,68.68.48.0/23,FALSE,2,MobileApp,GBP,24-04-2025 03:31
ef8361aa-5ca3-4eec-b5a5-885edbb1dce7,02-02-2025 14:05,213.09,MCT4075,-44.3788325,-70.533108,South Korea,173.90.204.128/25,FALSE,0,MobileApp,EUR,31-01-2025 08:05
a10b9239-bb41-4060-9978-99ad962f7013,16-02-2025 03:06,186.21,MCT7654,-6.8837085,-101.55767,USA,189.189.32.108/30,FALSE,0,Web,JPY,10-02-2025 14:06
8d469da2-d57f-4a54-b719-eda7c87c5488,28-07-2025 23:36,141.62,MCT7904,18.2639285,-117.578967,UK,194.0.0.0/8,TRUE,0,Web,USD,22-07-2025 22:36
2b2fb2b2-4ee4-499f-81af-211970e7de05,14-04-2025 05:46,28.48,MCT9874,-49.672234,149.156516,Australia,126.128.0.0/10,TRUE,1,Web,KRW,11-04-2025 05:46
8bc15616-ded1-4332-965a-3ba2541dcd8d,05-05-2025 17:07,401.83,MCT4810,-17.310081,129.266794,USA,84.0.0.0/6,FALSE,0,MobileApp,SGD,30-04-2025 04:07
13147671-5174-4efe-be79-cc2448be07d1,31-05-2025 14:53,241.61,MCT3880,-66.0383105,164.244004,India,40.69.32.0/21,FALSE,2,Web,SGD,30-05-2025 02:53
8c5d5941-5609-46da-ab7e-d0abc18b58cd,14-02-2025 08:28,378.02,MCT1644,-84.8186425,66.360204,Germany,38.53.0.0/16,FALSE,2,MobileApp,KRW,13-02-2025 19:28
4b67bbff-810f-421e-8076-8a76ac0c3a03,02-09-2025 06:04,191.16,MCT5864,50.362865,-8.455315,France,200.20.128.64/27,FALSE,1,API,SGD,30-08-2025 01:04
8c9285c6-548b-4d83-b799-08201fbfecd2,18-11-2025 23:55,114.13,MCT5809,-52.8315135,166.632022,Philippines,76.154.0.0/15,FALSE,2,API,JPY,17-11-2025 05:55
2b47de3a-b885-4b80-8cbc-9349a86b90ae,10-06-2025 15:23,374.12,MCT7017,62.1544975,168.66683,Canada,93.91.251.224/29,FALSE,0,Web,MYR,05-06-2025 01:23
14b834af-bcb3-4c84-951e-b1648272fbfe,07-06-2025 19:58,174.8,MCT2494,3.6482555,98.151788,Canada,213.32.54.0/23,TRUE,1,MobileApp,EUR,01-06-2025 11:58
d9a81be1-f3e6-41af-8671-57183e53725a,20-08-2025 16:37,95.74,MCT6142,-25.9684315,-80.780319,Canada,72.16.128.0/17,TRUE,0,API,SGD,14-08-2025 14:37
9d5ab251-9f91-4210-88ae-dda16158133c,06-05-2025 18:21,413.48,MCT4410,-26.295968,32.331288,China,70.252.101.128/25,FALSE,0,Web,MYR,04-05-2025 07:21
f2bcc301-f767-413a-8b99-d229d94b9ac4,06-02-2025 09:02,332.83,MCT3368,-64.770921,-0.548366,Germany,174.48.26.0/23,TRUE,1,API,KRW,01-02-2025 15:02
d774bab9-5a9f-49bd-94f4-b7e22e3090e3,02-04-2025 06:30,8430.62,MCT1817,20.3446775,8.153492,Indonesia,52.0.0.0/6,FALSE,7,Web,USD,02-04-2025 06:08
ba07a7e3-a71f-4977-8295-fe2e7b33f3a4,29-12-2024 05:30,427.73,MCT8337,34.3111625,-12.671449,Singapore,25.167.5.135/32,FALSE,1,Web,JPY,28-12-2024 17:30
6e32a48c-fc58-4f57-a878-21dd1af09343,03-06-2025 20:34,184.5,MCT3033,-55.7373215,84.343306,Malaysia,60.232.0.0/13,FALSE,2,Web,GBP,29-05-2025 17:34
a4ffcfe6-59a4-48e7-9bfa-71ef05cfa8db,04-01-2025 17:24,239.74,MCT9867,86.8255635,127.210845,India,128.119.0.0/20,FALSE,2,Web,JPY,30-12-2024 20:24
926f26db-5e49-4444-a838-0a1250334547,15-12-2024 20:19,260.81,MCT2719,72.7577745,-114.204252,UK,48.130.48.0/20,FALSE,0,API,MYR,09-12-2024 12:19
85e63a58-27ce-45e9-9382-5f6416700673,04-07-2025 03:26,285.08,MCT2678,-33.3369535,-45.577446,Germany,207.8.198.64/31,TRUE,1,Web,SGD,30-06-2025 04:26
55ea6622-f87c-4b49-bec8-a819f56ef735,25-01-2025 10:16,454.53,MCT2890,-52.8930665,-54.917498,Germany,149.44.0.0/14,FALSE,1,Web,THB,23-01-2025 17:16
d7bb6b55-890c-4f5e-9538-ba6c568de146,13-04-2025 09:35,427.73,MCT4132,71.131799,81.469947,France,160.33.189.221/32,TRUE,1,Web,USD,06-04-2025 18:35
7b1c02b2-9d0b-4084-954d-36ef9e5350c8,25-02-2025 07:18,182.6,MCT8614,32.3396525,-51.553451,Thailand,55.131.206.224/27,FALSE,2,API,JPY,19-02-2025 12:18
c7765e2d-e614-4376-933c-8dc78b4c8ab0,04-10-2025 23:38,83.89,MCT1982,15.432212,-31.645008,Singapore,126.70.253.232/29,FALSE,2,Web,GBP,04-10-2025 04:38
2e8104de-1713-4f68-8ce5-84f4815b02a5,20-04-2025 10:30,448.78,MCT5881,-7.271044,-52.391637,Australia,108.0.0.0/9,FALSE,2,Web,SGD,13-04-2025 10:30
b173202e-a6cb-4a63-832f-0b066e85b8dc,22-04-2025 14:15,9.59,MCT9682,-88.4332235,152.083562,UK,68.128.0.0/13,FALSE,1,MobileApp,MYR,22-04-2025 05:15
a748454e-59f1-4fd5-9144-d7af86408862,17-10-2025 08:23,9858.23,MCT8581,-16.786477,-5.267954,Philippines,159.136.41.128/25,TRUE,3,MobileApp,CNY,17-10-2025 07:53
fb952f2b-c67f-4fac-b448-992d5d63da78,24-12-2024 12:17,227.96,MCT2485,-88.8019655,-152.097892,Canada,214.0.0.0/8,FALSE,0,MobileApp,KRW,21-12-2024 02:17
13e04f8c-9369-46d2-88f8-d907bb49edb7,16-03-2025 19:39,128.62,MCT6721,-8.5311205,-146.629816,USA,152.0.0.0/5,TRUE,1,Web,JPY,15-03-2025 14:39
cfb765f5-dbc5-41ee-99ed-438604fd9a90,28-06-2025 16:31,283.21,MCT1914,-77.0036745,117.374521,USA,104.206.0.0/16,TRUE,2,Web,MYR,22-06-2025 18:31
f6a17a87-b814-46a4-8aa3-685d17073ef0,18-06-2025 13:29,452.12,MCT6251,-24.4534695,-19.164497,USA,64.0.0.0/3,FALSE,0,MobileApp,MYR,12-06-2025 16:29
3bc22913-a345-43e2-a5ca-03719628f986,28-03-2025 06:19,497.83,MCT7429,-1.6193005,95.206447,Philippines,64.0.0.0/4,FALSE,0,API,SGD,26-03-2025 02:19
d5ff5609-7134-45c7-b13b-14156c445685,29-06-2025 01:57,400.71,MCT3438,-73.966688,14.858795,Japan,116.205.0.0/16,TRUE,2,API,INR,25-06-2025 07:57
38b2aa5e-51c2-44ee-99c9-ab144c08e1b1,08-07-2025 09:18,91.9,MCT9348,85.5083275,-101.93978,Thailand,16.159.188.0/22,FALSE,0,API,JPY,06-07-2025 02:18
19e6678d-f1c8-45a9-9ced-df9d6c8a6b25,06-03-2025 03:53,459.71,MCT9403,-34.4574725,79.211861,USA,35.119.207.57/32,FALSE,0,API,INR,27-02-2025 22:53
295dfb17-ca89-42b9-b21a-2ea779e0a265,26-12-2024 20:51,3923.54,MCT7236,-24.47917,74.210824,USA,222.209.47.194,TRUE,10,Web,INR,26-12-2024 20:38
2b5760e1-a618-49e8-9c5c-4f4643546efc,20-08-2025 10:01,4468.1,MCT7416,46.0675205,-129.215152,Brazil,43.12.178.192,FALSE,8,Web,SGD,20-08-2025 09:57
7011d251-2468-4517-8197-64b772af63d8,02-03-2025 13:19,246.5,MCT3102,4.5742235,-173.021961,South Korea,198.255.27.0/24,FALSE,2,MobileApp,THB,25-02-2025 03:19
b5544665-600e-42bb-abfc-167533f16311,04-05-2025 20:01,481.28,MCT2656,-59.6357965,-115.147997,South Korea,124.247.144.0/20,TRUE,1,Web,INR,29-04-2025 16:01
4acf8ff4-478d-4327-ad18-e18eddda37a2,14-04-2025 03:36,247.44,MCT4994,87.0282745,88.164963,France,84.20.0.0/14,TRUE,0,Web,EUR,12-04-2025 23:36
3bc37840-5708-46bd-8301-e67261f88791,16-08-2025 22:47,74.43,MCT1882,50.6515995,144.979741,USA,140.2.172.0/22,FALSE,2,Web,KRW,13-08-2025 13:47
acfa7006-1420-4325-b34d-e267cab114fd,07-07-2025 22:35,5.37,MCT8465,51.184002,-2.841047,Singapore,22.0.0.0/8,FALSE,1,Web,THB,03-07-2025 13:35
05d5547f-90e9-4cb5-a60d-3a0b94ff6271,19-07-2025 13:07,430.27,MCT1602,-72.6084145,-114.041466,Germany,35.87.148.0/24,TRUE,0,Web,SGD,17-07-2025 23:07
9b39011b-e3e7-4e39-bfeb-06d7b2cab64a,11-09-2025 05:08,337.73,MCT9974,24.9230945,145.294894,China,144.0.0.0/4,FALSE,0,Web,USD,10-09-2025 21:08
ea917e8f-96ec-490f-8188-ce9156f52d61,07-02-2025 20:17,172.51,MCT6466,78.6118485,-80.224251,Australia,11.142.192.0/18,TRUE,2,Web,SGD,04-02-2025 04:17
bb375f75-d1b8-4799-a42d-e33ca6732424,19-03-2025 06:14,294.04,MCT7507,-30.450432,-61.812563,China,3.61.213.0/24,FALSE,0,Web,MYR,13-03-2025 05:14
26c36f63-e709-48bf-ac96-83f2bb7ab0e3,01-07-2025 06:05,175.8,MCT5673,3.903147,178.501413,Australia,32.0.0.0/4,FALSE,0,Web,USD,27-06-2025 01:05
a9fddc2f-348d-47b9-be4e-b62c6115bb0e,07-06-2025 09:32,131.04,MCT8575,65.657282,-103.787571,Japan,180.33.78.0/23,FALSE,1,API,KRW,06-06-2025 16:32
33d8f814-b1cd-4621-8494-1942eb4083be,09-10-2025 05:33,8300.86,MCT5153,5.1349515,148.188476,Indonesia,147.79.249.200,FALSE,9,MobileApp,INR,09-10-2025 05:11
d5a8bd21-91ea-477e-81fd-ce632d645cef,09-01-2025 23:54,5036.47,MCT3227,47.0537775,-11.595486,Nigeria,146.20.91.37,FALSE,6,Web,THB,09-01-2025 23:38
62168597-af1e-4c91-98eb-6318d9193012,27-02-2025 20:18,8194.01,MCT4931,68.548234,64.244842,Nigeria,219.224.97.0/26,FALSE,7,MobileApp,GBP,27-02-2025 19:58
a7993389-ee9a-4462-9848-cb6c63754b5c,29-08-2025 02:27,207.47,MCT5310,-33.0515775,-90.823977,China,7.113.61.49/32,FALSE,0,MobileApp,MYR,27-08-2025 09:27
c6279319-82e4-450e-81bd-549d07bfedf4,12-06-2025 17:06,339.85,MCT3588,-18.520818,-79.21871,Australia,9.24.126.0/25,TRUE,2,MobileApp,THB,12-06-2025 01:06
c005f28f-9f4f-4766-a2dd-1325f21a631c,14-12-2024 11:12,46.17,MCT8051,-28.8240035,-63.029635,Thailand,62.223.0.0/16,FALSE,2,API,CNY,11-12-2024 08:12
17e31f3a-729a-4da2-971f-db077a0136a2,29-04-2025 23:42,185.89,MCT9789,62.7108545,17.598707,Philippines,183.186.0.0/16,FALSE,0,API,EUR,27-04-2025 05:42
